# key	a	b	extra
megaraid_sas	0x0	0x0	kernel/drivers/scsi/megaraid/megaraid_sas
memory_notifier_error_inject	0x0	0x0	kernel/lib/memory_notifier_error_inject
michael_mic	0x0	0x0	kernel/crypto/michael_mic
microchip_spi	0x0	0x0	kernel/drivers/fpga/microchip_spi
mii	0x0	0x0	kernel/drivers/net/mii
mip6	0x0	0x0	kernel/net/ipv6/mip6
mlx4_core	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlx4/mlx4_core
mlx4_en	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlx4/mlx4_en
mlx4_ib	0x0	0x0	kernel/drivers/infiniband/hw/mlx4/mlx4_ib
mlx5_core	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlx5/core/mlx5_core
mlx5_dpll	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlx5/core/mlx5_dpll
mlx5_ib	0x0	0x0	kernel/drivers/infiniband/hw/mlx5/mlx5_ib
mlx5_vfio_pci	0x0	0x0	kernel/drivers/vfio/pci/mlx5/mlx5_vfio_pci
mlxfw	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlxfw/mlxfw
mlxsw_core	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlxsw/mlxsw_core
mlxsw_i2c	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlxsw/mlxsw_i2c
mlxsw_minimal	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlxsw/mlxsw_minimal
mlxsw_pci	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlxsw/mlxsw_pci
mlxsw_spectrum	0x0	0x0	kernel/drivers/net/ethernet/mellanox/mlxsw/mlxsw_spectrum
mpoa	0x0	0x0	kernel/net/atm/mpoa
mpt3sas	0x0	0x0	kernel/drivers/scsi/mpt3sas/mpt3sas
mptbase	0x0	0x0	kernel/drivers/message/fusion/mptbase
mptctl	0x0	0x0	kernel/drivers/message/fusion/mptctl
mptfc	0x0	0x0	kernel/drivers/message/fusion/mptfc
mptsas	0x0	0x0	kernel/drivers/message/fusion/mptsas
mptscsih	0x0	0x0	kernel/drivers/message/fusion/mptscsih
mptspi	0x0	0x0	kernel/drivers/message/fusion/mptspi
mrp	0x0	0x0	kernel/net/802/mrp
msdos	0x0	0x0	kernel/fs/fat/msdos
mshv_root	0x0	0x0	kernel/drivers/hv/mshv_root
msr	0x0	0x0	kernel/arch/x86/kernel/msr
nbd	0x0	0x0	kernel/drivers/block/nbd
netconsole	0x0	0x0	kernel/drivers/net/netconsole
netfs	0x0	0x0	kernel/fs/netfs/netfs
netlink_diag	0x0	0x0	kernel/net/netlink/netlink_diag
netrom	0x0	0x0	kernel/net/netrom/netrom
nf_conncount	0x0	0x0	kernel/net/netfilter/nf_conncount
nf_conntrack	0x0	0x0	kernel/net/netfilter/nf_conntrack
nf_conntrack_amanda	0x0	0x0	kernel/net/netfilter/nf_conntrack_amanda
nf_conntrack_bridge	0x0	0x0	kernel/net/bridge/netfilter/nf_conntrack_bridge
nf_conntrack_broadcast	0x0	0x0	kernel/net/netfilter/nf_conntrack_broadcast
nf_conntrack_ftp	0x0	0x0	kernel/net/netfilter/nf_conntrack_ftp
nf_conntrack_h323	0x0	0x0	kernel/net/netfilter/nf_conntrack_h323
nf_conntrack_irc	0x0	0x0	kernel/net/netfilter/nf_conntrack_irc
nf_conntrack_netbios_ns	0x0	0x0	kernel/net/netfilter/nf_conntrack_netbios_ns
nf_conntrack_netlink	0x0	0x0	kernel/net/netfilter/nf_conntrack_netlink
nf_conntrack_pptp	0x0	0x0	kernel/net/netfilter/nf_conntrack_pptp
nf_conntrack_sane	0x0	0x0	kernel/net/netfilter/nf_conntrack_sane
nf_conntrack_sip	0x0	0x0	kernel/net/netfilter/nf_conntrack_sip
nf_conntrack_snmp	0x0	0x0	kernel/net/netfilter/nf_conntrack_snmp
nf_conntrack_tftp	0x0	0x0	kernel/net/netfilter/nf_conntrack_tftp
nf_defrag_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nf_defrag_ipv4
nf_defrag_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nf_defrag_ipv6
nf_dup_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nf_dup_ipv4
nf_dup_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nf_dup_ipv6
nf_dup_netdev	0x0	0x0	kernel/net/netfilter/nf_dup_netdev
nf_flow_table	0x0	0x0	kernel/net/netfilter/nf_flow_table
nf_flow_table_inet	0x0	0x0	kernel/net/netfilter/nf_flow_table_inet
nf_log_syslog	0x0	0x0	kernel/net/netfilter/nf_log_syslog
nf_nat	0x0	0x0	kernel/net/netfilter/nf_nat
nf_nat_amanda	0x0	0x0	kernel/net/netfilter/nf_nat_amanda
nf_nat_ftp	0x0	0x0	kernel/net/netfilter/nf_nat_ftp
nf_nat_h323	0x0	0x0	kernel/net/ipv4/netfilter/nf_nat_h323
nf_nat_irc	0x0	0x0	kernel/net/netfilter/nf_nat_irc
nf_nat_pptp	0x0	0x0	kernel/net/ipv4/netfilter/nf_nat_pptp
nf_nat_sip	0x0	0x0	kernel/net/netfilter/nf_nat_sip
nf_nat_snmp_basic	0x0	0x0	kernel/net/ipv4/netfilter/nf_nat_snmp_basic
nf_nat_tftp	0x0	0x0	kernel/net/netfilter/nf_nat_tftp
nf_reject_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nf_reject_ipv4
nf_reject_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nf_reject_ipv6
nf_socket_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nf_socket_ipv4
nf_socket_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nf_socket_ipv6
nf_synproxy_core	0x0	0x0	kernel/net/netfilter/nf_synproxy_core
nf_tables	0x0	0x0	kernel/net/netfilter/nf_tables
nf_tproxy_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nf_tproxy_ipv4
nf_tproxy_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nf_tproxy_ipv6
nfnetlink	0x0	0x0	kernel/net/netfilter/nfnetlink
nfnetlink_acct	0x0	0x0	kernel/net/netfilter/nfnetlink_acct
nfnetlink_cthelper	0x0	0x0	kernel/net/netfilter/nfnetlink_cthelper
nfnetlink_cttimeout	0x0	0x0	kernel/net/netfilter/nfnetlink_cttimeout
nfnetlink_hook	0x0	0x0	kernel/net/netfilter/nfnetlink_hook
nfnetlink_log	0x0	0x0	kernel/net/netfilter/nfnetlink_log
nfnetlink_osf	0x0	0x0	kernel/net/netfilter/nfnetlink_osf
nfnetlink_queue	0x0	0x0	kernel/net/netfilter/nfnetlink_queue
nfs	0x0	0x0	kernel/fs/nfs/nfs
nfs_acl	0x0	0x0	kernel/fs/nfs_common/nfs_acl
nfs_layout_flexfiles	0x0	0x0	kernel/fs/nfs/flexfilelayout/nfs_layout_flexfiles
nfs_layout_nfsv41_files	0x0	0x0	kernel/fs/nfs/filelayout/nfs_layout_nfsv41_files
nfsd	0x0	0x0	kernel/fs/nfsd/nfsd
nfsv2	0x0	0x0	kernel/fs/nfs/nfsv2
nfsv3	0x0	0x0	kernel/fs/nfs/nfsv3
nfsv4	0x0	0x0	kernel/fs/nfs/nfsv4
nft_chain_nat	0x0	0x0	kernel/net/netfilter/nft_chain_nat
nft_compat	0x0	0x0	kernel/net/netfilter/nft_compat
nft_connlimit	0x0	0x0	kernel/net/netfilter/nft_connlimit
nft_ct	0x0	0x0	kernel/net/netfilter/nft_ct
nft_dup_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nft_dup_ipv4
nft_dup_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nft_dup_ipv6
nft_dup_netdev	0x0	0x0	kernel/net/netfilter/nft_dup_netdev
nft_fib	0x0	0x0	kernel/net/netfilter/nft_fib
nft_fib_inet	0x0	0x0	kernel/net/netfilter/nft_fib_inet
nft_fib_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nft_fib_ipv4
nft_fib_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nft_fib_ipv6
nft_fib_netdev	0x0	0x0	kernel/net/netfilter/nft_fib_netdev
nft_flow_offload	0x0	0x0	kernel/net/netfilter/nft_flow_offload
nft_fwd_netdev	0x0	0x0	kernel/net/netfilter/nft_fwd_netdev
nft_hash	0x0	0x0	kernel/net/netfilter/nft_hash
nft_limit	0x0	0x0	kernel/net/netfilter/nft_limit
nft_log	0x0	0x0	kernel/net/netfilter/nft_log
nft_masq	0x0	0x0	kernel/net/netfilter/nft_masq
nft_meta_bridge	0x0	0x0	kernel/net/bridge/netfilter/nft_meta_bridge
nft_nat	0x0	0x0	kernel/net/netfilter/nft_nat
nft_numgen	0x0	0x0	kernel/net/netfilter/nft_numgen
nft_osf	0x0	0x0	kernel/net/netfilter/nft_osf
nft_queue	0x0	0x0	kernel/net/netfilter/nft_queue
nft_quota	0x0	0x0	kernel/net/netfilter/nft_quota
nft_redir	0x0	0x0	kernel/net/netfilter/nft_redir
nft_reject	0x0	0x0	kernel/net/netfilter/nft_reject
nft_reject_bridge	0x0	0x0	kernel/net/bridge/netfilter/nft_reject_bridge
nft_reject_inet	0x0	0x0	kernel/net/netfilter/nft_reject_inet
nft_reject_ipv4	0x0	0x0	kernel/net/ipv4/netfilter/nft_reject_ipv4
nft_reject_ipv6	0x0	0x0	kernel/net/ipv6/netfilter/nft_reject_ipv6
nft_reject_netdev	0x0	0x0	kernel/net/netfilter/nft_reject_netdev
nft_socket	0x0	0x0	kernel/net/netfilter/nft_socket
nft_synproxy	0x0	0x0	kernel/net/netfilter/nft_synproxy
nft_tproxy	0x0	0x0	kernel/net/netfilter/nft_tproxy
nft_tunnel	0x0	0x0	kernel/net/netfilter/nft_tunnel
nft_xfrm	0x0	0x0	kernel/net/netfilter/nft_xfrm
nhc_dest	0x0	0x0	kernel/net/6lowpan/nhc_dest
nhc_fragment	0x0	0x0	kernel/net/6lowpan/nhc_fragment
nhc_hop	0x0	0x0	kernel/net/6lowpan/nhc_hop
nhc_ipv6	0x0	0x0	kernel/net/6lowpan/nhc_ipv6
nhc_mobility	0x0	0x0	kernel/net/6lowpan/nhc_mobility
nhc_routing	0x0	0x0	kernel/net/6lowpan/nhc_routing
nhc_udp	0x0	0x0	kernel/net/6lowpan/nhc_udp
nhpoly1305	0x0	0x0	kernel/crypto/nhpoly1305
nhpoly1305_avx2	0x0	0x0	kernel/arch/x86/crypto/nhpoly1305_avx2
nhpoly1305_sse2	0x0	0x0	kernel/arch/x86/crypto/nhpoly1305_sse2
nls_iso8859_1	0x0	0x0	kernel/fs/nls/nls_iso8859_1
nls_ucs2_utils	0x0	0x0	kernel/fs/nls/nls_ucs2_utils
nls_utf8	0x0	0x0	kernel/fs/nls/nls_utf8
notifier_error_inject	0x0	0x0	kernel/lib/notifier_error_inject
nsh	0x0	0x0	kernel/net/nsh/nsh
nvme_fabrics	0x0	0x0	kernel/drivers/nvme/host/nvme_fabrics
nvme_fc	0x0	0x0	kernel/drivers/nvme/host/nvme_fc
nvmet	0x0	0x0	kernel/drivers/nvme/target/nvmet
nvmet_fc	0x0	0x0	kernel/drivers/nvme/target/nvmet_fc
nvram	0x0	0x0	kernel/drivers/char/nvram
objagg	0x0	0x0	kernel/lib/objagg
openvswitch	0x0	0x0	kernel/net/openvswitch/openvswitch
overlay	0x0	0x0	kernel/fs/overlayfs/overlay
parman	0x0	0x0	kernel/lib/parman
parport	0x0	0x0	kernel/drivers/parport/parport
parport_pc	0x0	0x0	kernel/drivers/parport/parport_pc
pata_acpi	0x0	0x0	kernel/drivers/ata/pata_acpi
pcbc	0x0	0x0	kernel/crypto/pcbc
pcrypt	0x0	0x0	kernel/crypto/pcrypt
pfr_telemetry	0x0	0x0	kernel/drivers/acpi/pfr_telemetry
pfr_update	0x0	0x0	kernel/drivers/acpi/pfr_update
phonet	0x0	0x0	kernel/net/phonet/phonet
pkcs7_test_key	0x0	0x0	kernel/crypto/asymmetric_keys/pkcs7_test_key
pkcs8_key_parser	0x0	0x0	kernel/crypto/asymmetric_keys/pkcs8_key_parser
pktgen	0x0	0x0	kernel/net/core/pktgen
platform_profile	0x0	0x0	kernel/drivers/acpi/platform_profile
pm_notifier_error_inject	0x0	0x0	kernel/lib/pm_notifier_error_inject
pn_pep	0x0	0x0	kernel/net/phonet/pn_pep
polynomial	0x0	0x0	kernel/lib/polynomial
polyval_clmulni	0x0	0x0	kernel/arch/x86/crypto/polyval_clmulni
polyval_generic	0x0	0x0	kernel/crypto/polyval_generic
ppdev	0x0	0x0	kernel/drivers/char/ppdev
ppp_async	0x0	0x0	kernel/drivers/net/ppp/ppp_async
ppp_deflate	0x0	0x0	kernel/drivers/net/ppp/ppp_deflate
ppp_mppe	0x0	0x0	kernel/drivers/net/ppp/ppp_mppe
ppp_synctty	0x0	0x0	kernel/drivers/net/ppp/ppp_synctty
pppoatm	0x0	0x0	kernel/net/atm/pppoatm
pppoe	0x0	0x0	kernel/drivers/net/ppp/pppoe
pppox	0x0	0x0	kernel/drivers/net/ppp/pppox
pptp	0x0	0x0	kernel/drivers/net/ppp/pptp
psample	0x0	0x0	kernel/net/psample/psample
psnap	0x0	0x0	kernel/net/802/psnap
qat_vfio_pci	0x0	0x0	kernel/drivers/vfio/pci/qat/qat_vfio_pci
qla1280	0x0	0x0	kernel/drivers/scsi/qla1280
qla2xxx	0x0	0x0	kernel/drivers/scsi/qla2xxx/qla2xxx
raid0	0x0	0x0	kernel/drivers/md/raid0
raid1	0x0	0x0	kernel/drivers/md/raid1
raid10	0x0	0x0	kernel/drivers/md/raid10
raid456	0x0	0x0	kernel/drivers/md/raid456
raid6_pq	0x0	0x0	kernel/lib/raid6/raid6_pq
raid_class	0x0	0x0	kernel/drivers/scsi/raid_class
raw_diag	0x0	0x0	kernel/net/ipv4/raw_diag
rbd	0x0	0x0	kernel/drivers/block/rbd
rdma_cm	0x0	0x0	kernel/drivers/infiniband/core/rdma_cm
rdma_ucm	0x0	0x0	kernel/drivers/infiniband/core/rdma_ucm
reed_solomon	0x0	0x0	kernel/lib/reed_solomon/reed_solomon
rmd160	0x0	0x0	kernel/crypto/rmd160
rose	0x0	0x0	kernel/net/rose/rose
rpcsec_gss_krb5	0x0	0x0	kernel/net/sunrpc/auth_gss/rpcsec_gss_krb5
rxperf	0x0	0x0	kernel/net/rxrpc/rxperf
rxrpc	0x0	0x0	kernel/net/rxrpc/rxrpc
sbs	0x0	0x0	kernel/drivers/acpi/sbs
sbshc	0x0	0x0	kernel/drivers/acpi/sbshc
sch_cake	0x0	0x0	kernel/net/sched/sch_cake
sch_cbs	0x0	0x0	kernel/net/sched/sch_cbs
sch_choke	0x0	0x0	kernel/net/sched/sch_choke
sch_codel	0x0	0x0	kernel/net/sched/sch_codel
sch_drr	0x0	0x0	kernel/net/sched/sch_drr
sch_dualpi2	0x0	0x0	kernel/net/sched/sch_dualpi2
sch_etf	0x0	0x0	kernel/net/sched/sch_etf
sch_ets	0x0	0x0	kernel/net/sched/sch_ets
sch_fq	0x0	0x0	kernel/net/sched/sch_fq
sch_fq_codel	0x0	0x0	kernel/net/sched/sch_fq_codel
sch_fq_pie	0x0	0x0	kernel/net/sched/sch_fq_pie
sch_gred	0x0	0x0	kernel/net/sched/sch_gred
sch_hfsc	0x0	0x0	kernel/net/sched/sch_hfsc
sch_hhf	0x0	0x0	kernel/net/sched/sch_hhf
sch_htb	0x0	0x0	kernel/net/sched/sch_htb
sch_ingress	0x0	0x0	kernel/net/sched/sch_ingress
sch_mqprio	0x0	0x0	kernel/net/sched/sch_mqprio
sch_mqprio_lib	0x0	0x0	kernel/net/sched/sch_mqprio_lib
sch_multiq	0x0	0x0	kernel/net/sched/sch_multiq
sch_netem	0x0	0x0	kernel/net/sched/sch_netem
sch_pie	0x0	0x0	kernel/net/sched/sch_pie
sch_plug	0x0	0x0	kernel/net/sched/sch_plug
sch_prio	0x0	0x0	kernel/net/sched/sch_prio
sch_qfq	0x0	0x0	kernel/net/sched/sch_qfq
sch_red	0x0	0x0	kernel/net/sched/sch_red
sch_sfb	0x0	0x0	kernel/net/sched/sch_sfb
sch_sfq	0x0	0x0	kernel/net/sched/sch_sfq
sch_skbprio	0x0	0x0	kernel/net/sched/sch_skbprio
sch_taprio	0x0	0x0	kernel/net/sched/sch_taprio
sch_tbf	0x0	0x0	kernel/net/sched/sch_tbf
sch_teql	0x0	0x0	kernel/net/sched/sch_teql
scsi_dh_alua	0x0	0x0	kernel/drivers/scsi/device_handler/scsi_dh_alua
scsi_dh_emc	0x0	0x0	kernel/drivers/scsi/device_handler/scsi_dh_emc
scsi_dh_hp_sw	0x0	0x0	kernel/drivers/scsi/device_handler/scsi_dh_hp_sw
scsi_dh_rdac	0x0	0x0	kernel/drivers/scsi/device_handler/scsi_dh_rdac
scsi_transport_iscsi	0x0	0x0	kernel/drivers/scsi/scsi_transport_iscsi
scsi_transport_sas	0x0	0x0	kernel/drivers/scsi/scsi_transport_sas
scsi_transport_spi	0x0	0x0	kernel/drivers/scsi/scsi_transport_spi
sctp	0x0	0x0	kernel/net/sctp/sctp
sctp_diag	0x0	0x0	kernel/net/sctp/sctp_diag
serio_raw	0x0	0x0	kernel/drivers/input/serio/serio_raw
serpent_avx2	0x0	0x0	kernel/arch/x86/crypto/serpent_avx2
serpent_avx_x86_64	0x0	0x0	kernel/arch/x86/crypto/serpent_avx_x86_64
serpent_generic	0x0	0x0	kernel/crypto/serpent_generic
serpent_sse2_x86_64	0x0	0x0	kernel/arch/x86/crypto/serpent_sse2_x86_64
serport	0x0	0x0	kernel/drivers/input/serio/serport
sit	0x0	0x0	kernel/net/ipv6/sit
skfp	0x0	0x0	kernel/drivers/net/fddi/skfp/skfp
slip	0x0	0x0	kernel/drivers/net/slip/slip
sm3_avx_x86_64	0x0	0x0	kernel/arch/x86/crypto/sm3_avx_x86_64
sm3_generic	0x0	0x0	kernel/crypto/sm3_generic
sm4	0x0	0x0	kernel/crypto/sm4
sm4_aesni_avx2_x86_64	0x0	0x0	kernel/arch/x86/crypto/sm4_aesni_avx2_x86_64
sm4_aesni_avx_x86_64	0x0	0x0	kernel/arch/x86/crypto/sm4_aesni_avx_x86_64
sm4_generic	0x0	0x0	kernel/crypto/sm4_generic
softdog	0x0	0x0	kernel/drivers/watchdog/softdog
spl	0x0	0x0	kernel/zfs/spl
ssif_bmc	0x0	0x0	kernel/drivers/char/ipmi/ssif_bmc
stp	0x0	0x0	kernel/net/802/stp
streebog_generic	0x0	0x0	kernel/crypto/streebog_generic
sunrpc	0x0	0x0	kernel/net/sunrpc/sunrpc
tap	0x0	0x0	kernel/drivers/net/tap
target_core_file	0x0	0x0	kernel/drivers/target/target_core_file
target_core_iblock	0x0	0x0	kernel/drivers/target/target_core_iblock
target_core_mod	0x0	0x0	kernel/drivers/target/target_core_mod
target_core_pscsi	0x0	0x0	kernel/drivers/target/target_core_pscsi
target_core_user	0x0	0x0	kernel/drivers/target/target_core_user
tcm_loop	0x0	0x0	kernel/drivers/target/loopback/tcm_loop
tcp_bbr	0x0	0x0	kernel/net/ipv4/tcp_bbr
tcp_bic	0x0	0x0	kernel/net/ipv4/tcp_bic
tcp_cdg	0x0	0x0	kernel/net/ipv4/tcp_cdg
tcp_dctcp	0x0	0x0	kernel/net/ipv4/tcp_dctcp
tcp_diag	0x0	0x0	kernel/net/ipv4/tcp_diag
tcp_highspeed	0x0	0x0	kernel/net/ipv4/tcp_highspeed
tcp_htcp	0x0	0x0	kernel/net/ipv4/tcp_htcp
tcp_hybla	0x0	0x0	kernel/net/ipv4/tcp_hybla
tcp_illinois	0x0	0x0	kernel/net/ipv4/tcp_illinois
tcp_lp	0x0	0x0	kernel/net/ipv4/tcp_lp
tcp_nv	0x0	0x0	kernel/net/ipv4/tcp_nv
tcp_scalable	0x0	0x0	kernel/net/ipv4/tcp_scalable
tcp_vegas	0x0	0x0	kernel/net/ipv4/tcp_vegas
tcp_veno	0x0	0x0	kernel/net/ipv4/tcp_veno
tcp_westwood	0x0	0x0	kernel/net/ipv4/tcp_westwood
tcp_yeah	0x0	0x0	kernel/net/ipv4/tcp_yeah
test_lockup	0x0	0x0	kernel/lib/test_lockup
tg3	0x0	0x0	kernel/drivers/net/ethernet/broadcom/tg3
tipc	0x0	0x0	kernel/net/tipc/tipc
tipc_diag	0x0	0x0	kernel/net/tipc/tipc_diag
tls	0x0	0x0	kernel/net/tls/tls
ts_bm	0x0	0x0	kernel/lib/ts_bm
ts_fsm	0x0	0x0	kernel/lib/ts_fsm
ts_kmp	0x0	0x0	kernel/lib/ts_kmp
ttm	0x0	0x0	kernel/drivers/gpu/drm/ttm/ttm
tunnel4	0x0	0x0	kernel/net/ipv4/tunnel4
tunnel6	0x0	0x0	kernel/net/ipv6/tunnel6
twofish_avx_x86_64	0x0	0x0	kernel/arch/x86/crypto/twofish_avx_x86_64
twofish_common	0x0	0x0	kernel/crypto/twofish_common
twofish_generic	0x0	0x0	kernel/crypto/twofish_generic
twofish_x86_64	0x0	0x0	kernel/arch/x86/crypto/twofish_x86_64
twofish_x86_64_3way	0x0	0x0	kernel/arch/x86/crypto/twofish_x86_64_3way
ubuntu_host	0x0	0x0	kernel/ubuntu/ubuntu-host/ubuntu_host
udf	0x0	0x0	kernel/fs/udf/udf
udp_diag	0x0	0x0	kernel/net/ipv4/udp_diag
ufs	0x0	0x0	kernel/fs/ufs/ufs
uio	0x0	0x0	kernel/drivers/uio/uio
uio_hv_generic	0x0	0x0	kernel/drivers/uio/uio_hv_generic
uio_pci_generic	0x0	0x0	kernel/drivers/uio/uio_pci_generic
uio_pdrv_genirq	0x0	0x0	kernel/drivers/uio/uio_pdrv_genirq
unix_diag	0x0	0x0	kernel/net/unix/unix_diag
v4l2loopback	0x0	0x0	kernel/v4l2loopback/v4l2loopback
vdpa	0x0	0x0	kernel/drivers/vdpa/vdpa
veth	0x0	0x0	kernel/drivers/net/veth
vfio	0x0	0x0	kernel/drivers/vfio/vfio
vfio_iommu_type1	0x0	0x0	kernel/drivers/vfio/vfio_iommu_type1
vfio_pci	0x0	0x0	kernel/drivers/vfio/pci/vfio_pci
vfio_pci_core	0x0	0x0	kernel/drivers/vfio/pci/vfio_pci_core
vgastate	0x0	0x0	kernel/drivers/video/vgastate
vhost	0x0	0x0	kernel/drivers/vhost/vhost
vhost_iotlb	0x0	0x0	kernel/drivers/vhost/vhost_iotlb
vhost_net	0x0	0x0	kernel/drivers/vhost/vhost_net
vhost_scsi	0x0	0x0	kernel/drivers/vhost/vhost_scsi
vhost_vdpa	0x0	0x0	kernel/drivers/vhost/vhost_vdpa
vhost_vsock	0x0	0x0	kernel/drivers/vhost/vhost_vsock
video	0x0	0x0	kernel/drivers/acpi/video
virtio_dma_buf	0x0	0x0	kernel/drivers/virtio/virtio_dma_buf
virtio_input	0x0	0x0	kernel/drivers/virtio/virtio_input
virtio_mem	0x0	0x0	kernel/drivers/virtio/virtio_mem
virtio_rng	0x0	0x0	kernel/drivers/char/hw_random/virtio_rng
virtio_rtc	0x0	0x0	kernel/drivers/virtio/virtio_rtc
virtio_vdpa	0x0	0x0	kernel/drivers/virtio/virtio_vdpa
virtio_vfio_pci	0x0	0x0	kernel/drivers/vfio/pci/virtio/virtio_vfio_pci
virtiofs	0x0	0x0	kernel/fs/fuse/virtiofs
vmw_balloon	0x0	0x0	kernel/drivers/misc/vmw_balloon
vmw_pvscsi	0x0	0x0	kernel/drivers/scsi/vmw_pvscsi
vmw_vmci	0x0	0x0	kernel/drivers/misc/vmw_vmci/vmw_vmci
vmw_vsock_virtio_transport	0x0	0x0	kernel/net/vmw_vsock/vmw_vsock_virtio_transport
vmw_vsock_virtio_transport_common	0x0	0x0	kernel/net/vmw_vsock/vmw_vsock_virtio_transport_common
vmw_vsock_vmci_transport	0x0	0x0	kernel/net/vmw_vsock/vmw_vsock_vmci_transport
vport_geneve	0x0	0x0	kernel/net/openvswitch/vport_geneve
vport_gre	0x0	0x0	kernel/net/openvswitch/vport_gre
vport_vxlan	0x0	0x0	kernel/net/openvswitch/vport_vxlan
vringh	0x0	0x0	kernel/drivers/vhost/vringh
vsock	0x0	0x0	kernel/net/vmw_vsock/vsock
vsock_diag	0x0	0x0	kernel/net/vmw_vsock/vsock_diag
vsock_loopback	0x0	0x0	kernel/net/vmw_vsock/vsock_loopback
wireguard	0x0	0x0	kernel/drivers/net/wireguard/wireguard
wmi	0x0	0x0	kernel/drivers/platform/x86/wmi
wp512	0x0	0x0	kernel/crypto/wp512
x25	0x0	0x0	kernel/net/x25/x25
x_tables	0x0	0x0	kernel/net/netfilter/x_tables
xcbc	0x0	0x0	kernel/crypto/xcbc
xctr	0x0	0x0	kernel/crypto/xctr
xfrm4_tunnel	0x0	0x0	kernel/net/ipv4/xfrm4_tunnel
xfrm6_tunnel	0x0	0x0	kernel/net/ipv6/xfrm6_tunnel
xfrm_algo	0x0	0x0	kernel/net/xfrm/xfrm_algo
xfrm_compat	0x0	0x0	kernel/net/xfrm/xfrm_compat
xfrm_interface	0x0	0x0	kernel/net/xfrm/xfrm_interface
xfrm_ipcomp	0x0	0x0	kernel/net/xfrm/xfrm_ipcomp
xfrm_iptfs	0x0	0x0	kernel/net/xfrm/xfrm_iptfs
xfrm_user	0x0	0x0	kernel/net/xfrm/xfrm_user
xfs	0x0	0x0	kernel/fs/xfs/xfs
xhci_plat_hcd	0x0	0x0	kernel/drivers/usb/host/xhci_plat_hcd
xilinx_core	0x0	0x0	kernel/drivers/fpga/xilinx_core
xilinx_selectmap	0x0	0x0	kernel/drivers/fpga/xilinx_selectmap
xilinx_spi	0x0	0x0	kernel/drivers/fpga/xilinx_spi
xor	0x0	0x0	kernel/crypto/xor
xt_AUDIT	0x0	0x0	kernel/net/netfilter/xt_AUDIT
xt_CHECKSUM	0x0	0x0	kernel/net/netfilter/xt_CHECKSUM
xt_CLASSIFY	0x0	0x0	kernel/net/netfilter/xt_CLASSIFY
xt_CONNSECMARK	0x0	0x0	kernel/net/netfilter/xt_CONNSECMARK
xt_CT	0x0	0x0	kernel/net/netfilter/xt_CT
xt_DSCP	0x0	0x0	kernel/net/netfilter/xt_DSCP
xt_HL	0x0	0x0	kernel/net/netfilter/xt_HL
xt_HMARK	0x0	0x0	kernel/net/netfilter/xt_HMARK
xt_IDLETIMER	0x0	0x0	kernel/net/netfilter/xt_IDLETIMER
xt_LED	0x0	0x0	kernel/net/netfilter/xt_LED
xt_LOG	0x0	0x0	kernel/net/netfilter/xt_LOG
xt_MASQUERADE	0x0	0x0	kernel/net/netfilter/xt_MASQUERADE
xt_NETMAP	0x0	0x0	kernel/net/netfilter/xt_NETMAP
xt_NFLOG	0x0	0x0	kernel/net/netfilter/xt_NFLOG
xt_NFQUEUE	0x0	0x0	kernel/net/netfilter/xt_NFQUEUE
xt_RATEEST	0x0	0x0	kernel/net/netfilter/xt_RATEEST
xt_REDIRECT	0x0	0x0	kernel/net/netfilter/xt_REDIRECT
xt_SECMARK	0x0	0x0	kernel/net/netfilter/xt_SECMARK
xt_TCPMSS	0x0	0x0	kernel/net/netfilter/xt_TCPMSS
xt_TCPOPTSTRIP	0x0	0x0	kernel/net/netfilter/xt_TCPOPTSTRIP
xt_TEE	0x0	0x0	kernel/net/netfilter/xt_TEE
xt_TPROXY	0x0	0x0	kernel/net/netfilter/xt_TPROXY
xt_TRACE	0x0	0x0	kernel/net/netfilter/xt_TRACE
xt_addrtype	0x0	0x0	kernel/net/netfilter/xt_addrtype
xt_bpf	0x0	0x0	kernel/net/netfilter/xt_bpf
xt_cgroup	0x0	0x0	kernel/net/netfilter/xt_cgroup
xt_cluster	0x0	0x0	kernel/net/netfilter/xt_cluster
